pond,surface,year,month,act_hyp,alc_ath,ana_cly,ana_cre,ana_pla,ana_que,ana_str,ans_ans,ard_cin,ayt_fer,ayt_ful,ayt_mar,ayt_nyr,buc_cla,cha_dub,chl_hyb,chl_nig,cic_cic,cic_nig,cir_aer,cyg_olo,cas_alb,ful_atr,gal_chl,hal_alb,lar_cac,lar_can,lar_mel,lar_min,lar_rid,net_ruf,nyc_nyc,pha_car,phi_pug,pod_cri,pod_nig,ral_aqu,ste_hir,tac_ruf,tad_tad,tri_ery,tri_gla,tri_och,tri_tot,van_van,gal_gal,lar_arg,por_por
3116,4.53,2011,5,0,0,0,0,77,0,2,0,0,0,5,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3116,4.53,2012,5,0,0,0,0,63,0,2,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,4.53,2013,5,0,1,0,0,45,0,0,8,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,4.53,2014,5,0,0,0,0,85,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,4.53,2015,5,0,0,0,0,46,0,1,10,0,7,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3116,4.53,2016,5,0,0,0,0,176,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3117,14.13,2005,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3117,14.13,2006,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3117,14.13,2007,5,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3117,14.13,2008,5,0,0,0,0,13,0,9,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
3117,14.13,2009,5,0,0,0,0,8,0,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
3117,14.13,2010,5,0,0,0,0,8,0,21,2,0,46,24,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,2,0,0,0,22,0,0,10,0,0,0,0,0,0,0,0,0,0
3117,14.13,2011,5,0,0,0,3,45,2,67,16,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,197,3,0,0,4,0,0,0,0,0,0,0,15,2,0,6,0,0,0
3117,14.13,2012,5,0,0,0,0,2,0,0,9,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
3117,14.13,2013,5,0,2,0,0,7,0,58,72,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,133,2,0,0,0,21,0,0,5,0,0,0,0,0,0,0,0,0,0
3117,14.13,2014,5,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,28,0,0,13,0,0,0,0,0,0,0,0,0,0
3117,14.13,2015,5,0,0,0,0,17,0,18,9,4,0,6,0,0,0,4,0,0,0,0,0,2,0,1,0,1,0,0,0,0,177,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3117,14.13,2016,5,0,0,0,0,3,0,0,0,0,9,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0
3118,17.8,2005,5,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3118,17.8,2006,5,0,0,0,0,1,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
3118,17.8,2007,5,0,0,0,0,4,0,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3118,17.8,2008,5,0,0,0,0,7,0,20,4,1,45,74,0,0,5,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,3,9,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
3118,17.8,2009,5,0,0,2,7,68,11,150,212,1,1,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,14,16,3,7,0,0,0,0
3118,17.8,2010,5,0,0,0,0,7,0,3,15,3,5,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,7,0,0,0,0,36,0,0,1,2,0,0,0,0,0,0,0,0,0
3118,17.8,2011,5,0,0,0,2,96,1,69,0,0,30,15,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
3118,17.8,2012,5,0,0,0,0,9,0,0,23,3,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,0,0,0,33,0,0,3,0,0,0,0,0,0,0,0,0,0
3118,17.8,2013,5,0,0,0,0,22,0,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3118,17.8,2014,5,0,0,0,0,13,0,18,16,0,91,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,239,1,0,0,0,77,0,0,6,2,0,0,0,0,0,0,0,0,0
3118,17.8,2015,5,0,0,0,0,14,0,4,67,0,0,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,150,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
3118,17.8,2016,5,0,0,0,0,33,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,11.47,2005,5,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,11.47,2006,5,0,0,0,0,21,0,104,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,11.47,2007,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,11.47,2008,5,0,0,0,0,18,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,11.47,2009,5,0,0,0,0,6,0,5,0,4,31,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,11.47,2010,5,0,0,1,0,14,1,79,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
3119,11.47,2011,5,0,0,0,0,3,0,2,1,0,15,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,49,0,0,1,1,0,0,0,0,0,0,0,0,0
3119,11.47,2012,5,0,0,1,0,87,2,41,40,0,6,19,0,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,38,6,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0
3119,11.47,2013,5,0,0,0,0,0,0,2,4,1,28,10,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0
3119,11.47,2014,5,0,0,1,0,92,10,110,0,2,1,8,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3119,11.47,2015,5,0,0,2,0,49,0,25,3,0,1,6,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3119,11.47,2016,5,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
3120,23.03,2005,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,23.03,2006,5,0,0,0,0,6,0,0,2,0,20,17,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,23.03,2007,5,0,0,0,0,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,23.03,2008,5,0,0,0,0,29,0,18,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,3,2,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0
3120,23.03,2009,5,0,0,0,0,22,0,1,0,0,10,4,0,0,0,0,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,23.03,2010,5,0,0,0,0,28,0,6,4,0,41,17,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3120,23.03,2011,5,0,0,0,0,84,0,28,34,0,8,7,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,23.03,2012,5,0,0,0,0,51,0,7,17,1,17,7,0,0,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,1,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,23.03,2013,5,0,0,0,0,27,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,23.03,2014,5,0,0,0,0,12,0,0,2,1,9,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3120,23.03,2015,5,0,0,0,0,24,0,4,9,0,13,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,23.03,2016,5,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,22.2,2005,5,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,22.2,2006,5,0,0,0,0,2,0,1,0,1,12,27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,22.2,2007,5,0,0,0,0,38,1,17,2,0,48,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,3,0,700,12,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,22.2,2008,5,0,0,0,0,15,0,72,0,3,17,18,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,22.2,2009,5,0,0,0,0,27,5,47,32,0,7,19,0,0,13,0,0,0,0,0,2,4,0,7,0,0,0,0,0,0,6,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,22.2,2010,5,0,0,0,0,10,0,6,3,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3125,22.2,2011,5,0,0,0,0,2,0,2,3,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,22.2,2012,5,0,0,0,0,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3125,22.2,2013,5,0,0,0,0,16,0,16,7,0,11,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,22.2,2014,5,0,0,0,0,53,1,72,0,0,101,54,0,0,3,0,0,0,0,0,1,6,1,19,0,0,0,0,0,0,10,1,0,0,0,2,0,0,8,8,0,0,0,0,0,0,0,0,0
3125,22.2,2015,5,0,0,2,0,164,0,55,4,1,15,41,0,0,11,0,0,0,0,0,0,6,0,68,2,0,0,0,0,0,14,25,0,0,0,13,0,0,2,1,0,0,0,0,0,0,0,0,0
3125,22.2,2016,5,0,0,0,0,10,0,2,4,0,4,13,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,200,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
3131,13.09,2005,5,0,0,0,0,6,0,26,0,0,3,2,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,13.09,2006,5,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,13.09,2007,5,0,0,0,0,1,0,0,2,7,1,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,13.09,2008,5,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,9,6,0,0,0,0,0,0,32,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,13.09,2009,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,13.09,2010,5,0,0,0,0,2,0,0,12,3,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3131,13.09,2011,5,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
3131,13.09,2012,5,0,0,0,0,2,0,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,13.09,2013,5,0,0,0,0,2,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,6,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
3131,13.09,2014,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,13.09,2015,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,13.09,2016,5,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3132,13.94,2005,5,0,0,0,0,0,0,9,0,0,0,17,0,0,2,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3132,13.94,2006,5,0,0,0,0,0,0,2,0,3,1,2,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,3,0,0,2,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0
3132,13.94,2007,5,0,0,0,0,25,0,9,0,0,0,10,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3132,13.94,2008,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3132,13.94,2009,5,0,0,0,0,10,3,6,0,0,8,13,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3132,13.94,2010,5,0,0,0,0,1,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3132,13.94,2011,5,0,0,0,0,3,0,4,8,0,8,13,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
3132,13.94,2012,5,0,0,0,0,2,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,10,4,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0
3132,13.94,2013,5,0,0,0,0,4,0,0,0,0,14,15,0,0,5,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
3132,13.94,2014,5,0,0,0,0,6,0,2,6,0,6,5,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,10,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0
3132,13.94,2015,5,0,0,0,2,8,0,8,0,5,16,10,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0
3132,13.94,2016,5,0,0,0,0,0,0,17,0,1,3,4,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,8,0,0,0,0,0,0,0,0,0
3133,17.13,2005,5,0,0,0,0,3,0,36,1,0,18,28,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0
3133,17.13,2006,5,0,0,0,0,2,0,7,0,1,2,11,0,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3133,17.13,2007,5,0,0,0,0,14,0,0,0,0,15,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
3133,17.13,2008,5,0,0,0,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3133,17.13,2009,5,0,0,0,0,3,0,5,4,8,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0
3133,17.13,2010,5,0,0,0,0,14,0,16,10,0,15,31,0,0,4,0,0,0,0,0,1,18,0,7,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0
3133,17.13,2011,5,0,0,0,0,11,0,4,3,0,0,20,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,9,0,1,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0
3133,17.13,2012,5,0,0,0,0,8,0,38,2,0,24,56,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3133,17.13,2013,5,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3133,17.13,2014,5,0,0,0,0,1,0,2,0,0,6,9,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3133,17.13,2015,5,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,1,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0
3133,17.13,2016,5,0,0,0,0,14,0,2,6,1,1,8,0,0,0,0,0,0,0,0,0,2,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
3134,0.55,2005,5,0,0,0,0,4,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,0.55,2006,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,0.55,2007,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,0.55,2008,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,0.55,2009,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,0.55,2010,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,0.55,2011,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,0.55,2012,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,0.55,2013,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,0.55,2014,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,0.55,2015,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,0.55,2016,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3135,18.65,2005,5,0,0,0,0,2,0,2,0,0,0,6,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3135,18.65,2006,5,0,0,0,0,8,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,4,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0
3135,18.65,2007,5,0,0,0,0,11,0,14,0,0,37,11,0,0,2,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0
3135,18.65,2008,5,0,0,0,0,8,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,2,0,2,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0
3135,18.65,2009,5,0,0,0,0,4,0,2,0,0,20,24,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3135,18.65,2010,5,0,0,0,0,4,0,8,0,0,12,27,0,0,3,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0
3135,18.65,2011,5,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,0,13,0,0,1,6,0,0,0,0,0,0,0,0,0
3135,18.65,2012,5,0,0,0,0,4,0,6,0,0,2,10,0,0,3,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0
3135,18.65,2013,5,0,0,0,0,8,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,10,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
3135,18.65,2014,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3135,18.65,2015,5,0,0,0,0,3,0,2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3135,18.65,2016,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0
